  216	2019-02-01 06:57:13	1	0	1	0
79169	2019-02-01 07:06:56	1	0	1	0
 8218	2019-02-01 07:18:14	1	0	1	0
 7518	2019-02-01 07:20:10	1	0	1	0
17252	2019-02-01 07:20:49	1	0	1	0
   80	2019-02-01 07:20:55	1	0	1	0
36173	2019-02-01 07:24:16	1	0	1	0
19176	2019-02-01 07:27:33	1	0	1	0
    2	2019-02-01 07:28:07	1	0	1	0
  616	2019-02-01 07:28:49	1	0	1	0
 1216	2019-02-01 07:28:54	1	0	1	0
 1916	2019-02-01 07:29:00	1	0	1	0
 1416	2019-02-01 07:29:43	1	0	1	0
96114	2019-02-01 07:29:54	1	0	1	0
 1016	2019-02-01 07:33:14	1	0	1	0
 2216	2019-02-01 07:33:20	1	0	1	0
20063	2019-02-01 07:34:30	1	0	1	0
 7513	2019-02-01 07:36:27	1	0	1	0
    1	2019-02-01 07:36:45	1	0	1	0
 9218	2019-02-01 07:37:37	1	0	1	0
19175	2019-02-01 07:38:13	1	0	1	0
12817	2019-02-01 07:39:41	1	0	1	0
 6117	2019-02-01 07:46:15	1	0	1	0
 4030	2019-02-01 07:47:08	1	0	1	0
 1716	2019-02-01 07:48:28	1	0	1	0
 1616	2019-02-01 07:48:35	1	0	1	0
 6517	2019-02-01 07:51:08	1	0	1	0
79170	2019-02-01 07:52:52	1	0	1	0
 2116	2019-02-01 07:52:58	1	0	1	0
17253	2019-02-01 07:53:24	1	0	1	0
 5917	2019-02-01 07:54:50	1	0	1	0
 1316	2019-02-01 07:54:56	1	0	1	0
  316	2019-02-01 07:56:37	1	0	1	0
13022	2019-02-01 07:56:41	1	0	1	0
 5817	2019-02-01 07:56:51	1	0	1	0
  416	2019-02-01 07:58:41	1	0	1	0
 6217	2019-02-01 07:58:48	1	0	1	0
 6317	2019-02-01 07:59:02	1	0	1	0
 2616	2019-02-01 08:03:38	1	0	1	0
10316	2019-02-01 08:03:50	1	0	1	0
79171	2019-02-01 08:53:01	1	0	1	0
  216	2019-02-01 12:00:01	1	1	1	0
 6317	2019-02-01 12:00:12	1	1	1	0
79169	2019-02-01 12:00:21	1	1	1	0
  416	2019-02-01 12:00:26	1	1	1	0
 5917	2019-02-01 12:00:32	1	1	1	0
 6217	2019-02-01 12:00:38	1	1	1	0
17253	2019-02-01 12:00:45	1	1	1	0
17252	2019-02-01 12:00:53	1	1	1	0
20063	2019-02-01 12:00:58	1	1	1	0
 6117	2019-02-01 12:01:19	1	1	1	0
96114	2019-02-01 12:01:26	1	1	1	0
 8218	2019-02-01 12:02:03	1	1	1	0
    1	2019-02-01 12:02:17	1	1	1	0
 6517	2019-02-01 12:03:13	1	1	1	0
19176	2019-02-01 12:04:05	1	1	1	0
  316	2019-02-01 12:08:07	1	1	1	0
  216	2019-02-01 12:14:26	1	0	1	0
 7513	2019-02-01 12:15:05	1	1	1	0
 1716	2019-02-01 12:15:37	1	1	1	0
10316	2019-02-01 12:16:27	1	1	1	0
    1	2019-02-01 12:16:43	1	0	1	0
 8218	2019-02-01 12:17:48	1	0	1	0
 5817	2019-02-01 12:18:09	1	1	1	0
 6317	2019-02-01 12:18:22	1	1	1	0
96114	2019-02-01 12:18:50	1	0	1	0
  316	2019-02-01 12:19:11	1	0	1	0
 9218	2019-02-01 12:24:32	1	1	1	0
20063	2019-02-01 12:24:45	1	0	1	0
 6517	2019-02-01 12:24:51	1	0	1	0
 1716	2019-02-01 12:25:55	1	0	1	0
 7518	2019-02-01 12:29:07	1	1	1	0
   80	2019-02-01 12:29:11	1	1	1	0
19175	2019-02-01 12:29:12	1	1	1	0
 6217	2019-02-01 12:29:34	1	0	1	0
 6117	2019-02-01 12:29:41	1	0	1	0
17253	2019-02-01 12:35:22	1	0	1	0
 7513	2019-02-01 12:37:44	1	0	1	0
 2616	2019-02-01 12:37:51	1	1	1	0
13022	2019-02-01 12:39:50	1	1	1	0
 7518	2019-02-01 12:42:36	1	0	1	0
   80	2019-02-01 12:42:43	1	0	1	0
19175	2019-02-01 12:42:45	1	0	1	0
79169	2019-02-01 12:43:06	1	0	1	0
19176	2019-02-01 12:43:34	1	0	1	0
 5817	2019-02-01 12:43:52	1	0	1	0
17252	2019-02-01 12:46:44	1	0	1	0
10316	2019-02-01 12:49:30	1	0	1	0
 2616	2019-02-01 12:50:49	1	0	1	0
 5917	2019-02-01 12:51:00	1	0	1	0
13022	2019-02-01 12:55:43	1	0	1	0
  416	2019-02-01 12:56:18	1	0	1	0
 9218	2019-02-01 13:07:13	1	0	1	0
  616	2019-02-01 16:00:02	1	1	1	0
19175	2019-02-01 17:00:01	1	1	1	0
  316	2019-02-01 17:00:05	1	1	1	0
13022	2019-02-01 17:00:13	1	1	1	0
 2616	2019-02-01 17:00:44	1	1	1	0
20063	2019-02-01 17:01:15	1	1	1	0
 6317	2019-02-01 17:02:28	1	1	1	0
 1716	2019-02-01 17:02:32	1	1	1	0
 5917	2019-02-01 17:02:46	1	1	1	0
 6117	2019-02-01 17:03:01	1	1	1	0
 6217	2019-02-01 17:03:18	1	1	1	0
  216	2019-02-01 17:03:32	1	1	1	0
79169	2019-02-01 17:05:23	1	1	1	0
19176	2019-02-01 17:05:42	1	1	1	0
 8218	2019-02-01 17:06:39	1	1	1	0
 5817	2019-02-01 17:06:43	1	1	1	0
  416	2019-02-01 17:07:10	1	1	1	0
 6517	2019-02-01 17:12:46	1	1	1	0
 9218	2019-02-01 17:13:10	1	1	1	0
   80	2019-02-01 17:16:57	1	1	1	0
 7518	2019-02-01 17:17:07	1	1	1	0
 7513	2019-02-01 17:17:13	1	1	1	0
17252	2019-02-01 17:37:03	1	1	1	0
17253	2019-02-01 17:40:35	1	1	1	0
10316	2019-02-01 17:41:18	1	1	1	0
79171	2019-02-01 17:47:26	1	1	1	0
  616	2019-02-02 07:30:20	1	0	1	0
    6	2019-02-02 07:36:11	1	0	1	0
36177	2019-02-02 11:05:52	1	0	1	0
36177	2019-02-02 17:04:04	1	0	1	0
  616	2019-02-02 18:53:25	1	1	1	0
  616	2019-02-03 07:09:15	1	0	1	0
  616	2019-02-03 13:17:27	1	1	1	0
79171	2019-02-03 14:48:11	1	1	1	0
79171	2019-02-03 16:05:45	1	1	1	0
  216	2019-02-04 05:41:25	1	0	1	0
    1	2019-02-04 06:17:38	1	0	1	0
79169	2019-02-04 06:53:36	1	0	1	0
   80	2019-02-04 07:02:44	1	0	1	0
96113	2019-02-04 07:12:30	1	0	1	0
 2416	2019-02-04 07:12:50	1	0	1	0
    3	2019-02-04 07:18:09	1	0	1	0
    6	2019-02-04 07:18:19	1	0	1	0
 7518	2019-02-04 07:20:41	1	0	1	0
17252	2019-02-04 07:27:12	1	0	1	0
  616	2019-02-04 07:27:28	1	0	1	0
19176	2019-02-04 07:27:54	1	0	1	0
 1216	2019-02-04 07:28:11	1	0	1	0
 1916	2019-02-04 07:28:18	1	0	1	0
96115	2019-02-04 07:30:53	1	0	1	0
 5717	2019-02-04 07:31:34	1	0	1	0
    7	2019-02-04 07:32:02	1	0	1	0
    2	2019-02-04 07:33:04	1	0	1	0
 7513	2019-02-04 07:33:20	1	0	1	0
36179	2019-02-04 07:33:52	1	0	1	0
10432	2019-02-04 07:34:10	1	0	1	0
 1016	2019-02-04 07:35:12	1	0	1	0
36177	2019-02-04 07:37:08	1	0	1	0
79174	2019-02-04 07:37:43	1	0	1	0
 8218	2019-02-04 07:38:54	1	0	1	0
 1616	2019-02-04 07:39:47	1	0	1	0
 6217	2019-02-04 07:40:10	1	0	1	0
 1416	2019-02-04 07:40:43	1	0	1	0
17253	2019-02-04 07:41:42	1	0	1	0
 6117	2019-02-04 07:42:33	1	0	1	0
 9218	2019-02-04 07:42:39	1	0	1	0
  716	2019-02-04 07:43:17	1	0	1	0
 5917	2019-02-04 07:44:46	1	0	1	0
79170	2019-02-04 07:45:58	1	0	1	0
 2116	2019-02-04 07:46:03	1	0	1	0
 2616	2019-02-04 07:46:25	1	0	1	0
  316	2019-02-04 07:49:53	1	0	1	0
13022	2019-02-04 07:50:00	1	0	1	0
20063	2019-02-04 07:50:21	1	0	1	0
 6517	2019-02-04 07:51:21	1	0	1	0
 1316	2019-02-04 07:51:24	1	0	1	0
79166	2019-02-04 07:52:43	1	0	1	0
19261	2019-02-04 07:53:56	1	0	1	0
 5817	2019-02-04 07:56:15	1	0	1	0
10316	2019-02-04 07:59:14	1	0	1	0
  416	2019-02-04 08:03:52	1	0	1	0
 1116	2019-02-04 08:05:55	1	0	1	0
 9018	2019-02-04 08:07:56	1	0	1	0
79171	2019-02-04 08:43:20	1	0	1	0
79171	2019-02-04 08:54:44	1	0	1	0
17718	2019-02-04 09:07:39	1	0	1	0
36171	2019-02-04 09:19:42	1	0	1	0
  216	2019-02-04 12:00:03	1	1	1	0
 5917	2019-02-04 12:00:24	1	1	1	0
19261	2019-02-04 12:00:38	1	1	1	0
  416	2019-02-04 12:00:45	1	1	1	0
79169	2019-02-04 12:01:43	1	1	1	0
  316	2019-02-04 12:01:47	1	1	1	0
10432	2019-02-04 12:01:52	1	1	1	0
10316	2019-02-04 12:02:04	1	1	1	0
19176	2019-02-04 12:02:12	1	1	1	0
 7513	2019-02-04 12:03:26	1	1	1	0
 6217	2019-02-04 12:03:47	1	1	1	0
 6117	2019-02-04 12:04:10	1	1	1	0
20063	2019-02-04 12:05:24	1	1	1	0
17253	2019-02-04 12:08:49	1	1	1	0
17252	2019-02-04 12:09:09	1	1	1	0
 5717	2019-02-04 12:09:19	1	1	1	0
13022	2019-02-04 12:11:02	1	1	1	0
  316	2019-02-04 12:11:47	1	0	1	0
    7	2019-02-04 12:12:44	1	1	1	0
 8218	2019-02-04 12:12:54	1	1	1	0
  216	2019-02-04 12:13:22	1	0	1	0
    1	2019-02-04 12:14:25	1	1	1	0
19261	2019-02-04 12:14:33	1	0	1	0
79169	2019-02-04 12:15:37	1	0	1	0
 7518	2019-02-04 12:16:54	1	1	1	0
   80	2019-02-04 12:16:56	1	1	1	0
10432	2019-02-04 12:17:17	1	0	1	0
36171	2019-02-04 12:18:00	1	0	1	0
 1116	2019-02-04 12:21:16	1	1	1	0
 5817	2019-02-04 12:22:33	1	1	1	0
 2616	2019-02-04 12:23:56	1	1	1	0
 7513	2019-02-04 12:24:30	1	0	1	0
 9018	2019-02-04 12:25:03	1	1	1	0
 9218	2019-02-04 12:25:08	1	1	1	0
 6517	2019-02-04 12:27:01	1	1	1	0
 8218	2019-02-04 12:27:10	1	0	1	0
20063	2019-02-04 12:27:53	1	0	1	0
13022	2019-02-04 12:30:52	1	0	1	0
17253	2019-02-04 12:31:54	1	0	1	0
17252	2019-02-04 12:32:01	1	0	1	0
 7518	2019-02-04 12:32:13	1	0	1	0
   80	2019-02-04 12:32:25	1	0	1	0
 5817	2019-02-04 12:35:46	1	0	1	0
